date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:33	233/233	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/img/icons/flags/ru.svg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/img/icons/flags/ru.svg	(from http://localhost:8080/en/)
21:16:34	669/669	---M--	200	added ('OK')	text/javascript	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/js/animated-toggle-menu.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/js/animated-toggle-menu.js	(from http://localhost:8080/en/)
21:16:35	3576/3576	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2017:30:32%20GMT	http://localhost:8080/static/home/img/scroll-icon.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/img/scroll-icon.png	(from http://localhost:8080/en/)
21:16:36	94365/94365	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Mon,%2030%20Sep%202024%2018:16:36%20GMT	http://localhost:8080/en/our-blogs/dental-tourism-aftercare-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-tourism-aftercare-turkey/index.html	(from http://localhost:8080/en/)
21:16:36	22641/22641	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:36%20GMT	http://localhost:8080/en/our-blogs/dental-in-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-in-turkey/index.html	(from http://localhost:8080/en/)
21:16:38	21806/21806	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:36%20GMT	http://localhost:8080/en/our-blogs/verify-dentists-clinic-turkey-en/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentists-clinic-turkey-en/index.html	(from http://localhost:8080/en/)
21:16:38	44893/44893	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:36%20GMT	http://localhost:8080/en/our-blogs/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/index.html	(from http://localhost:8080/en/)
21:16:40	21298/21298	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:38%20GMT	http://localhost:8080/en/our-blogs/language-barrier-dental-care-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/language-barrier-dental-care-turkey/index.html	(from http://localhost:8080/en/)
21:16:40	5379/5379	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2018:16:39%20GMT	http://localhost:8080/en/js/vendor/jquery-1.11.2.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/js/vendor/jquery-1.11.2.min.14.delayed	(from http://localhost:8080/en/)
21:16:40	21382/21382	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:40%20GMT	http://localhost:8080/en/our-blogs/combine-dental-treatment-vacation-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/combine-dental-treatment-vacation-turkey/index.html	(from http://localhost:8080/en/)
21:16:42	21232/21232	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:41%20GMT	http://localhost:8080/en/our-blogs/dental-materials-equipment-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-materials-equipment-turkey/index.html	(from http://localhost:8080/en/)
21:16:42	21295/21295	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:41%20GMT	http://localhost:8080/en/our-blogs/length-of-stay-dental-treatment-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/length-of-stay-dental-treatment-turkey/index.html	(from http://localhost:8080/en/)
21:16:42	21612/21612	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:41%20GMT	http://localhost:8080/en/our-blogs/dental-tourism-laws-regulations-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-tourism-laws-regulations-turkey/index.html	(from http://localhost:8080/en/)
21:16:44	21244/21244	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:43%20GMT	http://localhost:8080/en/our-blogs/overcharged-dental-treatment-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/overcharged-dental-treatment-turkey/index.html	(from http://localhost:8080/en/)
21:16:44	21146/21146	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:43%20GMT	http://localhost:8080/en/our-blogs/payment-plans-dental-clinics-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/payment-plans-dental-clinics-turkey/index.html	(from http://localhost:8080/en/)
21:16:46	35601/35601	---M--	200	added ('OK')	text/javascript	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/js/vendor/bootstrap.min.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/js/vendor/bootstrap.min.js	(from http://localhost:8080/en/)
21:16:46	17716/17716	---M--	200	added ('OK')	text/javascript	date:Mon,%2030%20Sep%202024%2016:24:55%20GMT	http://localhost:8080/static/home/js/plugins.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/js/plugins.js	(from http://localhost:8080/en/)
21:16:46	21718/21718	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:45%20GMT	http://localhost:8080/en/our-blogs/dental-tourism-accommodations-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-tourism-accommodations-turkey/index.html	(from http://localhost:8080/en/)
21:16:48	2036/2036	---M--	200	added ('OK')	text/javascript	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/js/main.js	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/js/main.17.delayed	(from http://localhost:8080/en/)
21:16:48	21767/21767	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:46%20GMT	http://localhost:8080/en/our-blogs/choosing-the-right-accommodation-dental-tourism-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/choosing-the-right-accommodation-dental-tourism-turkey/index.html	(from http://localhost:8080/en/)
21:16:48	21533/21533	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:48%20GMT	http://localhost:8080/en/our-blogs/top-hotels-medical-tourists-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/top-hotels-medical-tourists-turkey/index.html	(from http://localhost:8080/en/)
21:16:50	21640/21640	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:49%20GMT	http://localhost:8080/en/our-blogs/types-of-dental-implants-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/types-of-dental-implants-turkey/index.html	(from http://localhost:8080/en/)
21:16:50	21666/21666	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:49%20GMT	http://localhost:8080/en/our-blogs/benefits-of-zirconium-crowns-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/benefits-of-zirconium-crowns-turkey/index.html	(from http://localhost:8080/en/)
21:16:50	21404/21404	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:49%20GMT	http://localhost:8080/en/our-blogs/porcelain-veneers-turkey-guide/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/porcelain-veneers-turkey-guide/index.html	(from http://localhost:8080/en/)
21:16:52	21495/21495	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:50%20GMT	http://localhost:8080/en/our-blogs/teeth-whitening-turkey-guide/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/teeth-whitening-turkey-guide/index.html	(from http://localhost:8080/en/)
21:16:52	21456/21456	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:50%20GMT	http://localhost:8080/en/our-blogs/dental-bridges-turkey-guide/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-bridges-turkey-guide/index.html	(from http://localhost:8080/en/)
21:16:52	21351/21351	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:50%20GMT	http://localhost:8080/en/our-blogs/all-on-4-implants-turkey-guide/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/all-on-4-implants-turkey-guide/index.html	(from http://localhost:8080/en/)
21:16:53	21328/21328	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:52%20GMT	http://localhost:8080/en/our-blogs/full-mouth-restoration-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/full-mouth-restoration-turkey/index.html	(from http://localhost:8080/en/)
21:16:53	21464/21464	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:52%20GMT	http://localhost:8080/en/our-blogs/orthodontic-treatments-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/orthodontic-treatments-turkey/index.html	(from http://localhost:8080/en/)
21:16:53	23634/23634	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:52%20GMT	http://localhost:8080/en/our-blogs/the-importance-of-a-night-guard-after-zirconium-crown-installation/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/the-importance-of-a-night-guard-after-zirconium-crown-installation/index.html	(from http://localhost:8080/en/)
21:16:54	21318/21318	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:54%20GMT	http://localhost:8080/en/our-blogs/veneers-vs-crowns-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/veneers-vs-crowns-turkey/index.html	(from http://localhost:8080/en/)
21:16:54	21340/21340	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:54%20GMT	http://localhost:8080/en/our-blogs/dental-tourism-turkey-guide/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/dental-tourism-turkey-guide/index.html	(from http://localhost:8080/en/)
21:16:56	21091/21091	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:55%20GMT	http://localhost:8080/en/our-blogs/is-turkey-safe-for-dental-work/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/is-turkey-safe-for-dental-work/index.html	(from http://localhost:8080/en/)
21:16:56	21605/21605	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:55%20GMT	http://localhost:8080/en/our-blogs/international-insurance-cover-dental-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/international-insurance-cover-dental-turkey/index.html	(from http://localhost:8080/en/)
21:16:58	21422/21422	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:16:57%20GMT	http://localhost:8080/en/our-blogs/bank-finance-medical-tourism-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/bank-finance-medical-tourism-turkey/index.html	(from http://localhost:8080/en/)
21:17:02	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/fontawesome-webfont.eot?v=4.7.0	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/fontawesome-webfont3e6e.eot	(from http://localhost:8080/static/home/css/fontAwesome.css)
21:17:04	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost:8080/static/home/css/fontAwesome.css)
21:17:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/fontawesome-webfont.eot?	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/fontawesome-webfontd41d.eot	(from http://localhost:8080/static/home/css/fontAwesome.css)
21:17:07	98024/98024	---M--	200	added ('OK')	font/woff	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/fontawesome-webfont.woff?v=4.7.0	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/fontawesome-webfont3e6e.woff	(from http://localhost:8080/static/home/css/fontAwesome.css)
21:17:10	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/fontawesome-webfont.svg?v=4.7.0	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/fontawesome-webfont3e6e.svg	(from http://localhost:8080/static/home/css/fontAwesome.css)
21:17:11	21240/21240	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:17:07%20GMT	http://localhost:8080/en/our-blogs/verify-dentist-clinic-turkey/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/verify-dentist-clinic-turkey/index.html	(from http://localhost:8080/en/)
21:17:11	23414/23414	---M--	200	added ('OK')	text/html	date:Mon,%2030%20Sep%202024%2018:17:10%20GMT	http://localhost:8080/en/our-blogs/understanding-tooth-decay-progression-causes-stages-and-prevention/	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/en/our-blogs/understanding-tooth-decay-progression-causes-stages-and-prevention/index.html	(from http://localhost:8080/en/)
21:17:13	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost:8080/static/home/css/fontAwesome.css)
21:17:14	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/glyphicons-halflings-regular.eot	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/glyphicons-halflings-regular.eot	(from http://localhost:8080/static/home/css/bootstrap.min.css)
21:17:16	23320/23320	---M--	200	added ('OK')	font/woff	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/glyphicons-halflings-regular.woff	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/glyphicons-halflings-regular.woff	(from http://localhost:8080/static/home/css/bootstrap.min.css)
21:17:16	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/glyphicons-halflings-regular.eot?	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/glyphicons-halflings-regulard41d.eot	(from http://localhost:8080/static/home/css/bootstrap.min.css)
21:17:18	62926/62926	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/glyphicons-halflings-regular.svg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/glyphicons-halflings-regular.svg	(from http://localhost:8080/static/home/css/bootstrap.min.css)
21:17:20	41280/41280	---M--	200	added ('OK')	font/ttf	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/fonts/glyphicons-halflings-regular.ttf	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/fonts/glyphicons-halflings-regular.ttf	(from http://localhost:8080/static/home/css/bootstrap.min.css)
21:17:22	34451/34451	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2005:35:25%20GMT	http://localhost:8080/media/images/485940c5b787625474f79ca1f1d0cbfb_T.2e16d0ba.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/485940c5b787625474f79ca1f1d0cbfb_T.2e16d0ba.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:24	26752/26752	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2003:58:01%20GMT	http://localhost:8080/media/images/71ba9098c7dffc2c75ec79fa470b2007.2e16d0ba.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/71ba9098c7dffc2c75ec79fa470b2007.2e16d0ba.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:29	31590/31590	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:38:29%20GMT	http://localhost:8080/media/images/e9e6f7e029e24a3be8ca254aba620592_m.8b9d1190.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/e9e6f7e029e24a3be8ca254aba620592_m.8b9d1190.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:30	380619/380619	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Sep%202024%2012:15:23%20GMT	http://localhost:8080/static/home/img/heading_bg.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/static/home/img/heading_bg.png	(from http://localhost:8080/static/home/css/templatemo-style.css)
21:17:33	46392/46392	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2005:24:40%20GMT	http://localhost:8080/media/images/c40f50e26ad1c0c2fce5bb6598f5a4a6.0f651141.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/c40f50e26ad1c0c2fce5bb6598f5a4a6.0f651141.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:33	54307/54307	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2005:42:23%20GMT	http://localhost:8080/media/images/images.2e16d0ba.fill-900x400.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/images.2e16d0ba.fill-900x400.png	(from http://localhost:8080/en/our-blogs/)
21:17:38	45366/45366	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2005:24:40%20GMT	http://localhost:8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/f56e9c0ad4219a4b93df93b42824d607.0e22b5aa.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:39	51232/51232	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2005:26:07%20GMT	http://localhost:8080/media/images/4.45def147.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/4.45def147.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:42	32091/32091	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2005:28:25%20GMT	http://localhost:8080/media/images/141fbd7b542ae23e7090fac8cbb8ba9e.2e16d0ba.fill-900x400.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/141fbd7b542ae23e7090fac8cbb8ba9e.2e16d0ba.fill-900x400.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:43	2287/2287	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/485940c5b787625474f79ca1f1d0cbfb_Tg.2e16d0ba.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/485940c5b787625474f79ca1f1d0cbfb_Tg.2e16d0ba.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:45	3157/3157	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/71ba9098c7dffc2c75ec79fa470b2007.2e16d0ba.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/71ba9098c7dffc2c75ec79fa470b2007.2e16d0ba.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
21:17:47	16903/16903	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/Dental-Restoration.2e16d0ba.fill-140x60.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/Dental-Restoration.2e16d0ba.fill-140x60.png	(from http://localhost:8080/en/our-blogs/)
21:17:48	207114/207114	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2003:58:01%20GMT	http://localhost:8080/media/images/dental_implants_blog_1.2e16d0ba.fill-900x400.png	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/dental_implants_blog_1.2e16d0ba.fill-900x400.png	(from http://localhost:8080/en/our-blogs/)
21:17:49	3205/3205	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Sep%202024%2006:42:50%20GMT	http://localhost:8080/media/images/e9e6f7e029e24a3be8ca254aba620592_mR.8b9d1190.fill-140x60.jpg	/home/lofa/Desktop/baking/dentidelil/website_backup/localhost_8080/media/images/e9e6f7e029e24a3be8ca254aba620592_mR.8b9d1190.fill-140x60.jpg	(from http://localhost:8080/en/our-blogs/)
